Choice,A_follower_count,A_following_count,A_listed_count,A_mentions_received,A_retweets_received,A_mentions_sent,A_retweets_sent,A_posts,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_follower_count,B_following_count,B_listed_count,B_mentions_received,B_retweets_received,B_mentions_sent,B_retweets_sent,B_posts,B_network_feature_1,B_network_feature_2,B_network_feature_3
0,2774790,20342,15836,5088.577165,6.183080679,0.810460608,0.339522141,1.081757307,18549,4.78133907,454.9678946,85138,67047,5103,150.3404561,68.11736575,5.480348974,0.100503359,71.87927375,568,205.8832753,9580.39547
1,98788,2354,5610,385.7953553,172.1834301,8.361112757,5.092200727,10.77741899,1330,61.63973314,2080.33358,26821,24787,144,8.148719827,7.707475357,1.058992818,1.058992818,42.47171266,12,121.6428571,15764.21429
1,57840,27137,5245,271.7598603,35.95580416,13.07938778,0.100503359,12.64288125,890,294.1707317,8733.976718,158467,154157,1590,299.6078791,80.19028639,0.100503359,0.100503359,0.100503359,791,122.252802,11514.81196
0,1043,974,31,0.100503359,0.100503359,1.134269524,0.100503359,1.637349347,0,0,0,125438,983,4074,55.13726596,23.44613964,2.251398297,0.100503359,7.207908455,239,217.2416667,6466.733333
0,45589,862,2641,148.8542792,36.99888386,27.88176793,3.333491804,23.86128172,551,127.4042934,2833.847943,1706188,402,12138,837.5800523,93.56984817,7.621259366,2.60905999,4.866270991,2597,21.28910134,1937.639388
1,504004,3109,12772,311.8003107,142.6332289,4.486090163,1.049407923,4.806823324,1280,48.53281853,1554.489575,49326,42259,1446,0.4523399,0.275537618,0.100503359,0.100503359,0.100503359,2,43,1651.5
0,444,155,14,0.100503359,0.100503359,0.349326776,0.100503359,0.349326776,0,0,0,236123,858,2794,77.19357338,23.97107646,12.54160129,2.550725068,12.60707242,307,159.2006472,5131.31068
1,130850,3394,449,92.86965112,16.53848389,2.548047615,0.100503359,3.036687975,355,102.5730028,10481.73554,1294,431,44,0.555204168,0.100503359,0.100503359,0.100503359,0.595962081,2,836,11447.5
0,5941,1615,278,39.58957118,3.866453078,1.515953071,0.100503359,1.281690763,116,63.99152542,2503.949153,206818,15196,2513,15.210108,4.314658988,0.100503359,0.100503359,0.100503359,69,321.1884058,17454.11594
0,1043,81,40,2.718281338,0.932457738,0.100503359,0.100503359,0.100503359,10,21.5,1412.3,1097135,830,10591,73.16567738,19.8983664,0.100503359,0.100503359,0.351840144,288,13.70989761,762.6143345
0,5039,1159,97,27.92773505,13.88684159,3.276656954,1.578962866,4.731342302,85,248.3058824,4350.317647,424,884,6,0.26864057,0.100503359,0.595962081,0.100503359,0.860251686,1,2,499
1,541611,2140,10406,2418.369859,981.4598887,13.92558482,0.100503359,32.97302392,8550,59.1202268,4861.4109,5501,5908,400,7.19638941,2.635722866,1.772288783,0.341936472,0.825192942,28,86.32142857,1704.928571
0,598,600,11,12.53297639,0.100503359,3.069584115,0.100503359,2.764762084,30,53.63636364,1453.636364,480412,11948,16294,1795.525546,685.5750438,4.534987444,1.318140223,15.82591557,6867,60.81466192,2695.612527
1,9542820,2069,17897,4336.358286,668.5708009,7.37699597,1.838380721,3.113625134,12252,16.38513842,3413.41185,130878,5409,378,14.44166406,5.673753982,0.875213638,0.100503359,26.19189303,51,18.90196078,4006.686275
0,627949,150866,6820,246.4038455,74.70542952,21.260939,1.320681034,15.27806577,683,235.7872648,11977.04342,58090,6,2963,98.95424086,27.79759634,0.796262414,0.332423044,0.332423044,430,241.6804598,8490.301149
1,5342840,33401,19715,173636.239,52349.67421,11.40883937,1.652900203,13.48526577,213718,5.348202643,1230.512781,470926,322,7095,1005.888413,440.8246812,6.196929416,2.897666238,17.97128034,3999,39.06679861,2468.15141
1,2260661,233,12680,13580.62944,1883.090015,27.18280159,13.09838332,18.34972182,35645,16.87001748,2092.420044,138235,780,1415,267.4365113,128.7078828,32.38155115,3.495342668,26.6084698,852,27.47856315,4345.216686
0,176,77,5,0.100503359,0.100503359,0.337131953,0.100503359,0.337131953,0,0,0,1856,1533,87,0.966980569,0.306073459,0.356943299,0.100503359,0.608280084,3,324.3333333,4209.666667
0,871652,140,13838,133.2133449,56.02774731,2.622550291,1.121160223,2.622550291,562,135.1584507,5187.5,232753,320,7919,175.2647763,100.4808198,3.108490477,1.614716825,4.401918701,679,47.0969163,2374.155653
1,1481379,147521,15043,9902.070379,5012.055876,10.43846039,0.100503359,193.0724182,28564,10.96414426,1035.955493,750,997,29,2.292464513,0.312365991,5.135357861,2.03245874,4.423155794,11,192.3636364,3855.727273
0,282305,2114,1664,38.81280943,14.16103994,7.518898903,0.837941585,5.010178747,168,379.3117647,32020.81176,242529,7561,3702,242.6336355,106.6763891,7.198330439,2.040511085,10.07392135,894,63.09899889,8653.065628
0,5941,1615,278,39.58957118,3.866453078,1.515953071,0.100503359,1.281690763,116,63.99152542,2503.949153,671,215,17,0.354378899,0.100503359,0.100503359,0.100503359,0.100503359,1,1,148
0,1209835,3,12226,86.82008384,18.45810958,0.100503359,0.100503359,0.100503359,390,36.5255102,2729.609694,117913,1299,9950,189.7552298,67.31022304,11.29483069,2.567269167,10.9337661,791,185.5420326,5535.939774
0,112,243,5,1.445173536,0.100503359,0.100503359,0.100503359,0.603176929,5,96.6,1414.2,254,341,9,6.525792408,1.157975238,1.33289796,0.351840144,1.567160268,21,74.33333333,2138.238095
0,28613,3557,9,0.751434251,0.295998479,0.100503359,0.100503359,0.100503359,3,2.666666667,218.3333333,266407,1592,6734,660.8972631,297.0903327,28.25799996,0.839682343,20.72266499,2376,66.39598997,2706.108187
1,232753,320,7919,175.2647763,100.4808198,3.108490477,1.614716825,4.401918701,679,47.0969163,2374.155653,102116,293,970,1729.451634,763.6597393,30.82997666,8.568366922,93.31157133,4067,12.31026948,1636.379704
1,232753,320,7919,175.2647763,100.4808198,3.108490477,1.614716825,4.401918701,679,47.0969163,2374.155653,71597,44262,1437,10.40356346,3.36535464,0.591205607,0.100503359,5.074567407,47,72.10638298,2146.893617
1,96531,87,363,81.56173426,43.32146495,6.59024511,2.339133238,12.08964461,296,9.208754209,2112.074074,794,479,8,0.306073459,0.306073459,0.100503359,0.100503359,1.621980887,1,49,4969
0,356712,2070,2804,24.82391035,4.468126034,2.144406357,0.605766716,1.627038907,92,258.2553191,8133,508213,554,16338,3619.31077,878.3102338,7.828675702,2.267574259,23.62132386,12453,47.61790808,2314.93336
0,2696,1718,20,4.237051754,0.321056672,0.586102452,0.100503359,0.837439237,18,84.94444444,2656.888889,71597,44262,1437,10.40356346,3.36535464,0.591205607,0.100503359,5.074567407,47,72.10638298,2146.893617
0,4760,425,96,5.011962263,1.407895897,0.100503359,0.100503359,0.100503359,22,3,277.5909091,871652,140,13838,133.2133449,56.02774731,2.622550291,1.121160223,2.622550291,562,135.1584507,5187.5
0,11427,1951,1069,31.20189707,9.467739321,12.70863997,1.091425381,16.99421869,126,322.8425197,6522.992126,2256591,735,22670,488.9643326,211.4257897,0.865711164,0.364792964,0.847756742,1917,41.48783014,3843.376489
1,392738,9364,3354,258.523924,124.4715404,7.471339626,0.595962081,10.99913362,973,41.01621074,3042.892604,48711,22845,932,61.92480424,18.57890109,0.100503359,0.100503359,0.100503359,229,80.34334764,4431.682403
0,1404323,563,20057,967.7206417,579.4311277,4.473798492,0.805680232,6.24180594,4027,57.64383892,3201.293706,3764,703,222,5.270620537,1.601158569,2.338332561,0.100503359,1.59653867,18,139.4444444,4573.888889
0,671,215,17,0.354378899,0.100503359,0.100503359,0.100503359,0.100503359,1,1,148,9093,672,457,11.12202093,2.813523045,15.16593491,2.538667176,7.01675925,36,123.1388889,4708.166667
0,163145,906,4475,182.1755684,78.04320237,11.60766804,3.59001979,9.605154521,688,82.93865906,1809.650499,220242,357,1062,452.5472807,140.0075344,13.43902206,3.043693264,13.64798201,1796,13.66191781,1375.807671
0,16978,6715,451,0.332423044,0.100503359,0.100503359,0.100503359,3.342998511,1,130,2874,3638,3341,85,2.793577201,1.40270263,2.594089268,0.598150194,3.802143416,11,9.416666667,489.0833333
1,224146,272,6190,56.72528019,11.85405704,0.100503359,0.100503359,5.782978754,211,54.92523364,7211.663551,9512,12,213,52.16706846,23.18228843,0.362150068,0.100503359,6.806045259,195,11.67857143,564.0408163
1,1352348,331,15647,19129.84866,14552.73399,2.065418033,0.580955254,16.2815025,52580,3.092447697,597.5636364,15385,673,747,55.99354588,22.32194495,6.946233255,0.341936472,6.503977478,202,152.495098,3286.617647
1,4491415,756,29876,4499.996251,2206.571898,26.96692474,12.62828272,29.06982195,16646,22.74772633,2206.420734,127,106,4,1.093772443,0.100503359,0.367462556,0.100503359,0.623902496,5,105.4,1190
0,78083,679,3680,165.5944836,89.14315641,5.186266845,2.41683137,7.179363785,682,82.98695652,3777.766667,143101,128686,8742,874.2128732,347.6306673,4.49847062,0.100503359,34.97797772,2767,105.7347811,5276.96262
0,49326,42259,1446,0.4523399,0.275537618,0.100503359,0.100503359,0.100503359,2,43,1651.5,2273871,4524,11946,6782.405338,2944.524245,12.95572329,2.791860977,66.2062083,21678,6.859364312,1113.202016
0,444,155,14,0.100503359,0.100503359,0.349326776,0.100503359,0.349326776,0,0,0,1259676,337,6109,908.6493215,211.333671,12.02178122,7.56564294,12.79238145,3366,10.04866608,1326.842861
0,58090,6,2963,98.95424086,27.79759634,0.796262414,0.332423044,0.332423044,430,241.6804598,8490.301149,1525260,747,41582,3316.259533,1401.939767,8.257135962,6.558355731,22.44319112,12203,57.95732839,2352.647334
1,5922518,483,7594,65758.40354,32054.0556,1.61241011,0.100503359,2.631606754,187674,6.015693853,1199.636812,7147,737,112,2.332989727,0.71455634,0.862129981,0.100503359,1.357588703,11,13.27272727,520.1818182
1,480412,11948,16294,1795.525546,685.5750438,4.534987444,1.318140223,15.82591557,6867,60.81466192,2695.612527,823481,2667,13252,87.60765569,28.67322619,6.6549459,2.615794203,5.048747779,351,58.41408451,3523.250704
1,8168488,76,25928,2821.694234,787.5112742,2.605210663,0.583369585,2.381687112,9896,11.97713598,2056.461592,1607541,93,9876,389.5331197,217.6284422,0.359533601,0.100503359,0.849790132,1706,9.979033197,774.3989517
1,7554,1711,181,21.60186597,3.581661127,6.764657043,1.119726699,4.563246324,85,48.5,1993.627907,2403,1,75,40.23655336,31.45870835,51.62000484,0.100503359,42.63042631,147,10.02721088,1486.306122
1,580544,2799,7371,296.9782053,135.8314286,15.03302568,4.807179812,8.262063127,1201,87.18377483,3547.782285,5941,1615,278,39.58957118,3.866453078,1.515953071,0.100503359,1.281690763,116,63.99152542,2503.949153
0,119001,119704,2266,63.60326158,17.01068152,11.2328519,0.100503359,6.628896724,206,167.9130435,6161.917874,6225470,381,40506,16532.60226,9816.447536,6.292393245,4.340211535,11.88687309,61842,10.29783072,1115.07744
0,1354,375,22,12.85534197,6.214199544,3.226600505,1.537883539,3.251456476,35,43.31428571,1991.171429,48777,858,1236,247.2387454,74.10349225,3.031695655,1.816746114,21.17569608,997,32.90277778,1871.071429
1,4189,2094,187,6.697365536,1.425678424,4.48360724,1.332954575,3.773553415,29,79.20689655,2846.793103,3525,3115,131,0.100503359,0.100503359,0.100503359,0.100503359,0.100503359,0,0,0
1,4491415,756,29876,4499.996251,2206.571898,26.96692474,12.62828272,29.06982195,16646,22.74772633,2206.420734,224146,272,6190,56.72528019,11.85405704,0.100503359,0.100503359,5.782978754,211,54.92523364,7211.663551
1,657,501,59,0.527272305,0.100503359,0.100503359,0.100503359,0.100503359,2,313.5,3283.5,1393,266,49,11.47936514,2.512556297,1.108566212,0.356943299,2.094178426,46,64.10869565,1198.434783
1,120772,468,6248,660.3840858,145.5393313,5.02997589,2.313890145,6.305116118,2302,60.59658849,2013.164606,17842623,46964,90405,16377.1729,5728.958951,0.362150068,0.100503359,1.608248058,61013,10.57403878,1376.618332
0,49326,42259,1446,0.4523399,0.275537618,0.100503359,0.100503359,0.100503359,2,43,1651.5,71597,44262,1437,10.40356346,3.36535464,0.591205607,0.100503359,5.074567407,47,72.10638298,2146.893617
1,138235,780,1415,267.4365113,128.7078828,32.38155115,3.495342668,26.6084698,852,27.47856315,4345.216686,173872,2804,16328,346.5474983,85.7971307,6.812973884,1.337915226,7.574686688,1323,268.1329827,9307.214876
0,22464,4513,2084,42.85003466,6.387974021,9.114744634,0.601724865,9.191786066,151,187.5947712,2415.849673,255630,385,3913,68.97446474,32.92290571,1.986457156,0.100503359,1.752194848,303,52.2275641,1634.25641
1,67736,30523,1948,48.7654172,14.02911332,12.2462332,0.100503359,9.000103709,190,153.703125,4391.677083,5501,5908,400,7.19638941,2.635722866,1.772288783,0.341936472,0.825192942,28,86.32142857,1704.928571
0,128305,213,942,140.038427,77.75204977,2.14953593,0.100503359,19.43406988,466,29.99364407,1643.379237,196692,2339,4626,710.7490998,310.2197221,9.735097305,5.092675817,17.02822609,2689,39.55689718,2039.958288
0,11147,1500,474,40.59251241,5.923008807,19.64806445,1.861765207,12.26102921,128,107.4318182,2481.136364,131920,364,6974,651.7651338,170.1531444,4.801919843,0.341936472,7.054044163,2335,59.58900634,1840.874419
1,70651,1529,3493,119.2521133,26.7563556,6.515347524,2.077131569,5.502628964,485,333.796334,11893.91446,12546,781,635,23.89532718,9.018798513,1.82793239,0.847199829,2.293003808,104,149.6761905,6654.819048
0,501043,3289,6694,307.8053912,72.5250702,2.103644113,0.60409115,2.832401376,1093,70.65880218,4390.37931,364,927,6,0.551680478,0.310247365,0.834980863,0.339522141,0.832590675,2,1.5,122
0,25360,20872,461,1.482593225,0.716815998,1.083654212,1.083654212,2.532744382,7,228.5714286,9940.714286,723800,328,7257,1695.430195,317.463665,3.581056819,1.85822627,6.484085949,5210,13.59848771,1336.213611
1,804394,1370,15143,6881.482996,5013.642295,22.68313126,2.385537974,18.4209812,23958,21.32498769,1413.825398,5941,1615,278,39.58957118,3.866453078,1.515953071,0.100503359,1.281690763,116,63.99152542,2503.949153
0,504004,3109,12772,311.8003107,142.6332289,4.486090163,1.049407923,4.806823324,1280,48.53281853,1554.489575,864557,7352,19561,5744.732819,5311.507204,14.29579022,0.351840144,14.76374919,3641,65.87326203,3279.479679
1,1834007,773,30622,1674.266909,388.4264272,29.3318518,7.308293446,17.65970962,6261,53.22601447,2662.894778,1294,431,44,0.555204168,0.100503359,0.100503359,0.100503359,0.595962081,2,836,11447.5
0,404679,3866,7149,89.01504873,10.43678004,14.18948242,0.830095012,8.070898365,322,250.0582822,7562.352761,263614,759,8805,110.4102599,26.55712327,1.623833794,0.100503359,1.118621468,454,96.04357298,2606.679739
1,10270,5625,608,74.53796549,34.74870612,0.100503359,0.100503359,3.318645254,226,73.37444934,4133.123348,242529,7561,3702,242.6336355,106.6763891,7.198330439,2.040511085,10.07392135,894,63.09899889,8653.065628
0,221,285,3,1.988668961,0.290192078,0.337131953,0.100503359,0.337131953,9,0.777777778,145.2222222,429,338,9,2.440012235,0.310247365,1.065008221,0.100503359,2.043207488,7,20,3907
1,486540,260467,6755,94.88661785,52.61319639,0.100503359,0.100503359,6.566150544,383,91.48717949,2714.735897,6028,91,756,20.24900748,4.037625953,8.077497849,2.15202288,7.374875574,79,175.7088608,2820.962025
0,254,534,1,3.453648517,0.277305641,0.810484751,0.341936472,1.276666745,12,6.75,573.9166667,39262,848,1610,40.4950207,8.943606915,3.2276769,0.564342729,1.070320709,163,132.0306748,2931.515337
0,206818,15196,2513,15.210108,4.314658988,0.100503359,0.100503359,0.100503359,69,321.1884058,17454.11594,1259676,337,6109,908.6493215,211.333671,12.02178122,7.56564294,12.79238145,3366,10.04866608,1326.842861
1,53678,1751,496,191.4388697,62.72494492,0.100503359,0.100503359,0.100503359,599,15.17656766,3087.463696,10270,5625,608,74.53796549,34.74870612,0.100503359,0.100503359,3.318645254,226,73.37444934,4133.123348
1,10693,935,12,0.634421754,0.367462556,0.367462556,0.100503359,0.367462556,2,50.5,3452.5,4557,82,167,7.337626165,4.397497314,0.100503359,0.100503359,2.092016958,25,12.44,398.76
1,298668,551,6209,493.2563794,206.6605522,4.115212281,0.854539102,3.075462809,2021,75.97009804,3865.446569,504004,3109,12772,311.8003107,142.6332289,4.486090163,1.049407923,4.806823324,1280,48.53281853,1554.489575
1,462071,331717,890,201.09843,136.2515773,0.100503359,0.100503359,0.100503359,728,24.63387978,2543.060109,655,562,33,1.151363202,0.100503359,0.573760547,0.100503359,0.569051638,2,10,602.5
0,3106,3232,47,4.12499755,2.571112801,0.100503359,0.100503359,1.109067979,17,5,531.9444444,143101,128686,8742,874.2128732,347.6306673,4.49847062,0.100503359,34.97797772,2767,105.7347811,5276.96262
1,9542820,2069,17897,4336.358286,668.5708009,7.37699597,1.838380721,3.113625134,12252,16.38513842,3413.41185,236123,858,2794,77.19357338,23.97107646,12.54160129,2.550725068,12.60707242,307,159.2006472,5131.31068
1,488553,38857,6666,44.92958504,5.143565773,2.299665752,0.571441826,2.297275564,170,396.4327485,14225.17544,65264,956,2672,226.7635499,72.14540532,3.781664532,2.047937242,3.063719197,887,68.70819304,1766.30752
1,173872,2804,16328,346.5474983,85.7971307,6.812973884,1.337915226,7.574686688,1323,268.1329827,9307.214876,1203,689,67,0.581003784,0.581003784,1.642786259,0.100503359,2.153153287,2,0.5,317.5
1,78083,679,3680,165.5944836,89.14315641,5.186266845,2.41683137,7.179363785,682,82.98695652,3777.766667,493,74,16,0.100503359,0.100503359,0.100503359,0.100503359,0.595962081,0,0,0
1,126738,779,4115,171.8195552,37.29428527,4.411322664,1.530222492,4.202882585,690,126.0441595,3627.968661,223,168,9,0.349326776,0.349326776,0.100503359,0.100503359,0.100503359,1,77,3047
0,1424824,338,6096,462.5072989,135.304122,0.334765667,0.334765667,0.334765667,1732,43.96230725,5992.778983,6061284,24,41017,410.0529928,36.80375862,0.100503359,0.100503359,0.100503359,1716,21.03466205,1734.612941
0,2774790,20342,15836,5088.577165,6.183080679,0.810460608,0.339522141,1.081757307,18549,4.78133907,454.9678946,723800,328,7257,1695.430195,317.463665,3.581056819,1.85822627,6.484085949,5210,13.59848771,1336.213611
0,488553,38857,6666,44.92958504,5.143565773,2.299665752,0.571441826,2.297275564,170,396.4327485,14225.17544,78083,679,3680,165.5944836,89.14315641,5.186266845,2.41683137,7.179363785,682,82.98695652,3777.766667
0,4189,2094,187,6.697365536,1.425678424,4.48360724,1.332954575,3.773553415,29,79.20689655,2846.793103,2273871,4524,11946,6782.405338,2944.524245,12.95572329,2.791860977,66.2062083,21678,6.859364312,1113.202016
0,20,7,2,7.690823732,0.277305641,1.33150798,0.100503359,2.830626801,6,2,96.16666667,739581,10723,1279,102.0267501,96.77131855,1.537321816,1.054358039,3.467753982,432,11.19168591,966.1939954
0,4557,82,167,7.337626165,4.397497314,0.100503359,0.100503359,2.092016958,25,12.44,398.76,9542820,2069,17897,4336.358286,668.5708009,7.37699597,1.838380721,3.113625134,12252,16.38513842,3413.41185
0,49326,42259,1446,0.4523399,0.275537618,0.100503359,0.100503359,0.100503359,2,43,1651.5,405315,128127,6688,131.5976276,23.45387138,7.381612504,0.100503359,7.406416233,568,231.5891608,9587.66958
1,207,95,5,0.100503359,0.100503359,0.356943299,0.100503359,0.356943299,0,0,0,27710,3018,330,24.62105006,3.845158314,1.141961924,0.888086384,1.141961924,104,100.3904762,28149.47619
0,2470,357,119,1.12647413,0.323284483,0.337131953,0.337131953,0.596162195,5,60.6,1983,4491415,756,29876,4499.996251,2206.571898,26.96692474,12.62828272,29.06982195,16646,22.74772633,2206.420734
1,242529,7561,3702,242.6336355,106.6763891,7.198330439,2.040511085,10.07392135,894,63.09899889,8653.065628,100151,31383,4679,286.9417384,37.79996412,6.663615138,0.100503359,8.464206735,758,120.1950585,4332.485046
1,98788,2354,5610,385.7953553,172.1834301,8.361112757,5.092200727,10.77741899,1330,61.63973314,2080.33358,95,120,3,0.356943299,0.100503359,0.356943299,0.356943299,0.356943299,1,0,0
1,7147,737,112,2.332989727,0.71455634,0.862129981,0.100503359,1.357588703,11,13.27272727,520.1818182,95,120,3,0.356943299,0.100503359,0.356943299,0.356943299,0.356943299,1,0,0
1,454514,1479,5187,455.1806152,293.8395583,30.1880544,0.100503359,21.06319645,1793,159.0059621,5756.679133,119001,119704,2266,63.60326158,17.01068152,11.2328519,0.100503359,6.628896724,206,167.9130435,6161.917874
1,48711,22845,932,61.92480424,18.57890109,0.100503359,0.100503359,0.100503359,229,80.34334764,4431.682403,279,40,15,0.294043527,0.294043527,0.100503359,0.100503359,0.100503359,1,1,37
1,132100,56571,1780,388.2107872,13.79012075,25.92191397,0.341936472,17.59384702,804,271.1167076,12786.25184,20,7,2,7.690823732,0.277305641,1.33150798,0.100503359,2.830626801,6,2,96.16666667
0,33669,29327,883,128.414854,23.91963066,6.556255018,0.339522141,12.29220538,228,72.77922078,3492.194805,130850,3394,449,92.86965112,16.53848389,2.548047615,0.100503359,3.036687975,355,102.5730028,10481.73554
1,580544,2799,7371,296.9782053,135.8314286,15.03302568,4.807179812,8.262063127,1201,87.18377483,3547.782285,9542820,2069,17897,4336.358286,668.5708009,7.37699597,1.838380721,3.113625134,12252,16.38513842,3413.41185
1,45589,862,2641,148.8542792,36.99888386,27.88176793,3.333491804,23.86128172,551,127.4042934,2833.847943,2403,1,75,40.23655336,31.45870835,51.62000484,0.100503359,42.63042631,147,10.02721088,1486.306122
0,536,1985,4,0.306073459,0.306073459,0.100503359,0.100503359,0.875417753,1,6,234,35632,1744,2332,94.00060442,40.52567324,3.762106554,0.34437519,3.777183529,387,86.43589744,2318.617949
1,517,268,23,3.960250221,0.279091522,1.803742617,0.359533601,1.554919199,17,95.64705882,2144.058824,49,210,1,0.100503359,0.100503359,0.100503359,0.100503359,0.100503359,0,0,0
0,356712,2070,2804,24.82391035,4.468126034,2.144406357,0.605766716,1.627038907,92,258.2553191,8133,10693,935,12,0.634421754,0.367462556,0.367462556,0.100503359,0.367462556,2,50.5,3452.5
